1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
Genre;Reseller;Project;Product;Title;GenreName;Run;RunNumber;Season;CapitalizationDate;NumberOfAmortizations;AmortizationFrequency;CumulativeCostInLocalCurrency;CumulativeLocalCurrency;CumulativeCostInContractCurrency;CumulativeContractCurrency;TotalCostInLocalCurrency;TotalLocalCurrency;TotalCostInContractCurrency;TotalContractCurrency;AmortizationType;ContractID;Creditor;ProductionNumber;Profit_Center;WBS_Nr;Asset_Nr;MinimumExploitationStartDate;MaximumExploitationEndDate
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200092089;Wynonna Earp II;Scifi;Run;1;2;25.2.2022;31;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202112294;CINEFLIX INTERNATIONAL;2002100890;370134;T1-07781-00003;;15.2.2022;14.8.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500234168;Änglagård;Comedy 7.2.2;Run;1;;25.6.2023;19;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202305128;REINVENT;2000002016;370134;T1-10222-00003;;1.6.2023;31.12.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200108672;Amsterdam Undercover II;Crime/Police;Run;1;2;25.2.2023;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200712;370134;T1-09321-00003;;1.2.2023;31.7.2025
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500234892;Beck - I Guds Namn;Thriller 7.2.3;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2000002734;370134;T1-03650-00004;;1.1.2022;31.12.2027
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;500670565;Morden i Sandhamn VII (44min);Crime/Police;Run;1;7;25.8.2021;49;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;C201905017;Filmlance International AB;3141800518;370134;T1-02215-00008;;3.2.2021;2.8.2028
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200096326;Sketch Artist, The I;Crime/Police;Run;1;1;25.5.2022;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200308;370134;T1-08359-00003;;1.5.2022;31.10.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;200113756;Euphoria;Adventure 7.2.5;Run;1;;25.3.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2002200886;370134;T1-09612-00003;;1.3.2023;31.8.2024
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500477713;Beck - Steinar;Crime/Police;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2001400464;370134;T1-00418-00006;;1.1.2022;31.12.2027
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200095645;Secret She Keeps, The II;Crime/Police;Run;1;2;25.9.2022;24;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202202055;DCD RIGHTS LTD;8312200257;370134;T1-08181-00006;;19.9.2022;18.9.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200109209;Callboys II;Comedy 6.2.2.2;Run;1;2;25.9.2023;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200738;370134;T1-09335-00003;;1.9.2023;28.2.2026
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500235340;Beck - Kartellen;Thriller 7.2.3;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2000002677;370134;T1-03632-00004;;1.1.2022;31.12.2027
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);333431;200110623;Morran och Tobias I;Comedy 6.1.2.2;Run;1;1;31.3.2025;49;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202210256;GIANTS AND TOYS CONTENT PROVIDER AB;3142200780;370134;T1-09374-00003;;22.3.2024;21.3.2029
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500234895;Beck - Roseanna;Thriller 7.2.3;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2000002737;370134;T1-03653-00004;;1.1.2022;31.12.2027
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;500619575;Fargo I;Crime/Police;Run;1;1;25.8.2022;24;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202206149;MGM;2001700362;370134;T1-01247-00005;;1.8.2022;31.7.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500308908;Arbitrage;Thriller 7.2.3;Run;1;;25.9.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2001300175;370134;T1-07245-00006;;1.3.2022;28.2.2025
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500233972;Beck - Annonsmannen;Thriller 7.2.3;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2000002680;370134;T1-03635-00004;;1.1.2022;31.12.2027
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200082334;Heels I;Other 6.2.2.99;Run;1;1;25.2.2024;25;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;C201812068;LIONS GATE TELEVISION;2002100481;370134;T1-06715-00003;;16.8.2021;28.2.2026
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);338532;200091121;Beck - Dödläge (50);Crime/Police;Run;1;;25.12.2023;49;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202103034;Filmlance International AB;3142100833;370134;T1-07512-00004;;9.2.2024;31.12.2030
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);338532;200091121;Beck - Dödläge (50);Crime/Police;Run;1;;31.12.2024;49;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202103034;Filmlance International AB;3142100833;370134;T1-07512-00003;;9.2.2024;31.12.2030
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;500732256;Nattryttarna I;Crime/Police;Run;1;1;25.11.2022;14;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202008146;Jarowskij AB;3142090083;370134;T1-06007-00005;;31.10.2022;30.10.2032
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200121329;Run the World II;Comedy 6.2.2.2;Run;1;2;25.7.2023;30;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;C201812068;LIONS GATE TELEVISION;2002300370;370134;T1-10283-00003;;1.7.2023;31.12.2025
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200108636;Code 37 II;Crime/Police;Run;1;2;25.1.2023;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200708;370134;T1-09318-00003;;1.1.2023;30.6.2025
T1-INC03 International Movies;OTTOTH (OTT Other SE);;100004717;Evil Dead, The;True stories, docudrama, historic;Run;1;;25.4.2023;11;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202202057;Sony;7400600239;370134;T1-08307-00003;;1.4.2023;29.2.2024
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;200098370;Padeldrömmar I;Comedy 6.1.2.2;Run;1;1;25.1.2023;12;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202204098;HELGESON MOLL AB;3142200349;370134;T1-09247-00006;;20.1.2023;19.1.2033
T1-INC03 International Movies;OTTOTH (OTT Other SE);;200094695;En man som heter Ove;Comedy 7.1.2;Run;1;;25.12.2022;19;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2002200171;370134;T1-08069-00004;;25.12.2022;30.6.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;200113893;Sagan om Karl-Bertil Jonssons julafton;Comedy 7.1.2;Run;1;;25.11.2023;28;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2002200893;370134;T1-09672-00003;;1.11.2023;28.2.2026
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500626453;La Danseuse;True stories, docudrama, historic;Run;1;;25.10.2023;24;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202009165;TriArt Film;2001700500;370134;T1-01321-00004;;1.10.2023;30.9.2025
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;200071919;Top Dog II;Crime/Police;Run;1;2;25.4.2024;48;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202011202;Filmlance International AB;3142000429;370134;T1-02266-00008;;8.5.2023;7.5.2033
T1-INC03 International Movies;OTTOTH (OTT Other SE);338084;200107557;Lost Daughter, The;Relationship 7.2.1;Run;1;;25.2.2024;5;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2002200657;370134;T1-09205-00003;;2.7.2023;31.1.2026
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);338517;200091118;Beck - Dödsfällan (47);Crime/Police;Run;1;;25.12.2023;49;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202103034;Filmlance International AB;3142100830;370134;T1-07509-00003;;25.12.2022;31.12.2030
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500467711;12 Years a Slave;True stories, docudrama, historic;Run;1;;25.2.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2001400377;370134;T1-00408-00008;;1.2.2023;31.7.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200088124;Other Mother, The;Crime/Police;Run;1;1;25.2.2022;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002100684;370134;T1-07962-00003;;1.1.2022;30.6.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500258001;Bone Collector, The;Crime/Police;Run;1;;25.4.2023;11;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202202057;Sony;2001200259;370134;T1-08285-00003;;1.4.2023;29.2.2024
T1-INC02 International Non-scripted;OTTOTH (OTT Other SE);;500237333;Jiro Dreams of Sushi;Documentary and biography;Run;1;;25.10.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202109204;NONSTOP ENTERTAINMENT;2000004024;370134;T1-10281-00003;;1.10.2023;31.3.2025
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;2878824;Solsidan II;Comedy 6.1.2.2;Run;1;2;25.9.2023;60;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202303105;SOLSIDAN PRODUKTION;3141000454;370134;T1-02132-00010;;1.4.2023;31.12.2033
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200096231;Girl in the Woods, The I;Scifi;Run;1;1;25.8.2022;24;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202203069;NBC UNIVERSAL;2002200303;370134;T1-08349-00006;;1.8.2022;31.7.2024
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;500723374;Hamilton II;Crime/Police;Run;1;2;25.4.2023;48;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202006116;DRAMACORP PAMPAS STUDIOS AB;3142000220;370134;T1-06000-00007;;18.4.2022;17.4.2032
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500596260;Beck - Ditt eget blod;Crime/Police;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2001600210;370134;T1-00832-00005;;1.1.2022;31.12.2027
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500596263;Beck - Djävulens advokat;Crime/Police;Run;1;;25.1.2023;36;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;C201604016;NORDISK FILM PRODUCTION SVERIGE AB;2001600213;370134;T1-00835-00003;;1.1.2023;31.12.2025
T1-INC03 International Movies;OTTOTH (OTT Other SE);338168;200071768;Greenland;Action 7.2.4;Run;1;;25.2.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2002000417;370134;T1-02004-00007;;2.8.2022;28.2.2026
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500674390;438 dagar;True stories, docudrama, historic;Run;1;;25.10.2022;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;3141800572;370134;T1-02217-00005;;1.10.2022;31.3.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200117885;From II;Horror;Run;1;2;25.4.2023;37;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202303082;Paramount;2002300249;370134;T1-10049-00003;;24.4.2023;23.4.2026
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;2361609;Solsidan I;Comedy 6.1.2.2;Run;1;1;25.9.2023;60;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202303105;SOLSIDAN PRODUKTION;3140900104;370134;T1-02124-00011;;1.4.2023;31.12.2033
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200093815;Ørnen: En Krimi-odyssé II;Crime/Police;Run;1;2;25.9.2022;24;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202201020;DR;8312200137;370134;T1-07887-00006;;1.9.2022;31.8.2024
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;500670598;Top Dog;Crime/Police;Run;1;1;25.10.2021;49;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;C201811053;Filmlance International AB;2001800519;370134;T1-01615-00003;;7.4.2021;6.10.2024
T1-INC02 International Non-scripted;OTTOTH (OTT Other SE);;200121143;Valentino: The Last Emperor;Documentary and biography;Run;1;;25.9.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202109204;NONSTOP ENTERTAINMENT;2002300364;370134;T1-10277-00003;;1.9.2023;28.2.2025
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;200061245;Vargattacken på Kolmården;Art, science and nature;Run;1;1;25.10.2020;36;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B201909154;NORDISK FILM TV AB;3152000049;370134;T1-02436-00006;;30.3.2020;29.3.2025
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200108805;Angel of Death II;Crime/Police;Run;1;2;25.7.2023;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200729;370134;T1-09332-00003;;1.7.2023;31.12.2025
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500717715;Beck - Döden i Samarra;Crime/Police;Run;1;;25.2.2022;57;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202002009;NORDISK FILM PRODUCTION SVERIGE AB;3142000129;370134;T1-02259-00006;;1.1.2021;31.12.2027
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500234808;Beck - Advokaten;Thriller 7.2.3;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2000002730;370134;T1-03646-00004;;1.1.2022;31.12.2027
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200079093;Gulf, The II;Crime/Police;Run;1;2;25.12.2021;26;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202112290;BANIJAY INTERNATIONAL;8312100368;370134;T1-06564-00006;;31.12.2021;31.1.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200098369;Wentworth VII;Crime/Police;Run;1;7;25.7.2022;36;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202204095;Fremantle Media;2002200348;370134;T1-08412-00003;;1.7.2022;30.6.2025
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;200102503;Feed;Horror;Run;1;;25.4.2023;19;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202205142;BRIGHT MOVING PICTURES SWEDEN AB;3142200476;370134;T1-08827-00006;;28.4.2023;27.10.2028
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;500701778;Håll andan I;Thrillers, Action 6.1.2.3;Run;1;1;25.8.2021;13;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;C201912061;NEW STORIES STOCKHOLM AB;3141900311;370134;T1-02243-00007;;27.8.2021;26.8.2031
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;500701778;Håll andan I;Thrillers, Action 6.1.2.3;Run;1;1;25.8.2022;49;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;C201912061;NEW STORIES STOCKHOLM AB;3141900311;370134;T1-02243-00007;;27.8.2021;26.8.2031
T1-INC03 International Movies;OTTOTH (OTT Other SE);;200121504;My Christmas Family Tree;Relationship 7.2.1;Run;1;;25.12.2023;13;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202305141;CBS Paramount;2002300378;370134;T1-10287-00003;;1.12.2023;31.12.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200092817;Sisi I;Other 6.2.2.99;Run;1;1;25.1.2022;26;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202112312;BETAFILM;7222100940;370134;T1-07679-00006;;31.12.2021;28.2.2024
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;500632872;Enkelstöten II;Comedy 6.1.2.2;Run;1;2;25.9.2020;37;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;C201809045;FLX TV AB;3141700649;370134;T1-02198-00003;;23.4.2019;22.4.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200099995;In The Dark III;Crime/Police;Run;1;3;25.11.2022;19;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202205117;CBS BROADCASTING INTERNATIONAL;2002200386;370134;T1-08691-00003;;24.11.2022;23.5.2024
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;200077685;Korridoren I;Relationship 6.1.2.1;Run;1;1;25.8.2022;12;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202103060;Sweetwater;3142100271;370134;T1-07677-00006;;24.8.2022;23.8.2032
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500234809;Beck - Den Japanska Shungamålningen;Thriller 7.2.3;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2000002731;370134;T1-03647-00004;;1.1.2022;31.12.2027
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200117761;Five Bedrooms III;Comedy 6.2.2.2;Run;1;3;25.7.2023;36;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202303075;NBC UNIVERSAL;2002300233;370134;T1-09974-00003;;1.7.2023;30.6.2025
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200096204;Fires I;Thriller, action 6.2.2.3;Run;1;1;25.3.2022;25;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202203069;NBC UNIVERSAL;2002200300;370134;T1-08346-00006;;31.3.2022;30.3.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500584675;Robin Hood: Prince of Thieves;Action 7.2.4;Run;1;;25.3.2023;11;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202202057;Sony;2001500747;370134;T1-00651-00004;;1.3.2023;31.1.2024
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;200085760;Göta kanal 4 - Vinna eller försvinna;Comedy 7.1.2;Run;1;;25.1.2024;24;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202108194;GF STUDIOS;3142100587;370134;T1-07051-00003;;29.1.2023;28.1.2026
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;500730472;Yellowstone II;Other 6.2.2.99;Run;1;2;25.8.2023;16;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202305141;CBS Paramount;2002090045;370134;T1-02039-00006;;1.8.2023;7.11.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200090206;Code 37 I;Crime/Police;Run;1;1;25.2.2022;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002100784;370134;T1-08065-00003;;1.2.2022;31.7.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200089965;Yellowstone IV;Other 6.2.2.99;Run;1;4;25.11.2022;25;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;C202006041;CBS BROADCASTING INTERNATIONAL;2002100772;370134;T1-07411-00003;;8.11.2022;7.11.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500707084;Dag för dag;Comedy 7.1.2;Run;1;;25.3.2023;13;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;C201911050;FLX FEATURE AB;3141900408;370134;T1-02247-00003;;31.3.2023;30.3.2025
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500264879;Anger Management;Comedy 7.2.2;Run;1;;25.4.2023;11;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202202057;Sony;2001200372;370134;T1-00307-00004;;1.4.2023;29.2.2024
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;200072395;Sanningen/Fallet (Vatten under broarna);Relationship 6.1.2.1;Run;1;1;25.12.2023;13;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202011210;Filmlance;3142000453;370134;T1-02269-00011;;25.12.2023;24.12.2033
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;500730266;Gåsmamman VI;Crime/Police;Run;1;6;25.8.2022;12;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;C201907029;BIGSTER AB;3142090039;370134;T1-02273-00006;;29.8.2022;28.8.2028
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);;200077829;NOKIA - Made in FInland;Household finance and law;Run;1;1;;0;Monthly;1;;1;;1;;1;;;B202103065;RABBIT FILMS OY;3142100281;370134;T1-06426-00003;;21.4.2022;20.4.2032
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;500690900;Drottningarna;Documentary and biography;Run;1;1;;0;Monthly;1;;1;;1;;1;;;C201906023;ART & BOB TELEVISION;3151900172;370134;NON AVAILABLE IN SAP;;15.10.2020;14.10.2030
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;500682163;Agatha Christie: The ABC Murders (45 min);Crime/Police;Run;1;1;25.11.2022;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202203070;ENDEAVOR;3161900053;370134;T1-03077-00009;;1.11.2022;30.4.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500231734;Hairspray;Comedy 7.2.2;Run;1;;25.8.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2000001416;370134;T1-07319-00003;;1.2.2022;31.1.2025
T1-DOS02 Domestic scripted movies;OTTOTH (OTT Other SE);;500235330;Beck - Hämndens Pris;Thriller 7.2.3;Run;1;;25.1.2022;60;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;C202001001;Nordisk Film TV Distribution A;2000002667;370134;T1-03629-00004;;1.1.2022;31.12.2027
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500612324;Florence Foster Jenkins;True stories, docudrama, historic;Run;1;;25.2.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2001700102;370134;T1-01134-00009;;1.2.2023;31.7.2024
T1-INC02 International Non-scripted;OTTOTH (OTT Other SE);;200121141;Ingrid Bergman: In Her Own Words;Documentary and biography;Run;1;;25.9.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202109204;NONSTOP ENTERTAINMENT;2002300362;370134;T1-10275-00003;;1.9.2023;28.2.2025
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200108723;Thou Shalt Not Kill IV;Crime/Police;Run;1;4;25.4.2023;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200719;370134;T1-09325-00003;;1.4.2023;30.9.2025
T1-DOS01 Domestic scripted series;OTTOTH (OTT Other SE);339500;200100161;Fake Patient I / Fejk Patient;Relationship 6.1.2.1;Run;1;1;25.5.2023;13;Monthly;1;SEK;1;SEK;1;SEK;1;SEK;Straight line;B202205123;Jarowskij AB;3142200412;370134;T1-09290-00009;;25.5.2023;24.5.2033
T1-INC02 International Non-scripted;OTTOTH (OTT Other SE);;200104422;On Set I;Documentary and biography;Run;1;1;25.9.2022;24;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202206172;FCCE International;7402200546;370134;T1-09015-00006;;1.9.2022;31.8.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500665246;All the Money in the World;True stories, docudrama, historic;Run;1;;25.9.2023;18;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202107189;SF;2001800416;370134;T1-01576-00009;;1.3.2022;28.2.2025
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200102753;Just One Look I;Crime/Police;Run;1;1;25.9.2022;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200486;370134;T1-08830-00003;;1.9.2022;28.2.2025
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200095067;Maltese I;Crime/Police;Run;1;1;25.4.2022;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200237;370134;T1-08356-00003;;1.4.2022;30.9.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200108736;Beyond Appearances I;Crime/Police;Run;1;1;25.4.2023;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200721;370134;T1-09326-00003;;1.4.2023;30.9.2025
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;500706853;Bomb Girls I;Other 6.2.2.99;Run;1;1;25.2.2022;24;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202112284;MUSE;8311900400;370134;T1-03721-00006;;1.2.2022;31.1.2024
T1-INC03 International Movies;OTTOTH (OTT Other SE);;500264868;Terminator 3: Rise Of The Machines;Thriller 7.2.3;Run;1;;25.5.2023;11;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202202057;Sony;2001200371;370134;T1-08276-00003;;1.5.2023;31.3.2024
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;200109220;Inside;Crime/Police;Run;1;1;25.9.2023;30;Monthly;1;SEK;1;EUR;1;SEK;1;EUR;Straight line;B202109213;GSN INTERNATIONAL LIMITED;2002200739;370134;T1-09336-00003;;1.9.2023;28.2.2026
T1-INC01 International Scripted;OTTOTH (OTT Other SE);;500257982;Charlie's Angels;Comedy 7.2.2;Run;1;;25.4.2023;11;Monthly;1;SEK;1;USD;1;SEK;1;USD;Straight line;B202202057;Sony;2001200249;370134;T1-08280-00003;;1.4.2023;29.2.2024
