1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
Genre;Reseller;Project;Product;Title;GenreName;Run;RunNumber;Season;CapitalizationDate;NumberOfAmortizations;AmortizationFrequency;CumulativeCostInLocalCurrency;CumulativeLocalCurrency;CumulativeCostInContractCurrency;CumulativeContractCurrency;TotalCostInLocalCurrency;TotalLocalCurrency;TotalCostInContractCurrency;TotalContractCurrency;AmortizationType;ContractID;Creditor;ProductionNumber;Profit_Center;WBS_Nr;Asset_Nr;MinimumExploitationStartDate;MaximumExploitationEndDate
T1-INC01 International Scripted;TVM0020 (C More);310303;2832992;The Rookie;Thriller, action 6.2.2.3;Run;1;2;1.6.2022;24;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000074;Entertainment One Productions;F222000713;370134;;;1.6.2022;31.5.2024
T1-INC01 International Scripted;TVM0034 (mtv service);310303;2832992;The Rookie;Thriller, action 6.2.2.3;Run;1;2;1.6.2022;24;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000074;Entertainment One Productions;F222000713;370134;;;1.6.2022;31.5.2024
T1-INC01 International Scripted;TVM0020 (C More);310288;2832970;The Rookie;Thriller, action 6.2.2.3;Run;1;1;1.6.2022;24;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000074;Entertainment One Productions;F222000674;370134;;;1.6.2022;31.5.2024
T1-INC01 International Scripted;TVM0034 (mtv service);310288;2832970;The Rookie;Thriller, action 6.2.2.3;Run;1;1;1.6.2022;24;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000074;Entertainment One Productions;F222000674;370134;;;1.6.2022;31.5.2024
T1-INC01 International Scripted;TVM0034 (mtv service);310273;2832964;The Teacher;Relationship 6.2.2.1;Run;1;1;1.6.2022;24;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000074;Entertainment One Productions;F222000676;370134;;;1.6.2022;31.5.2024
T1-INC01 International Scripted;TVM0032 (Ava);310273;2832964;The Teacher;Relationship 6.2.2.1;Run;1;1;1.6.2022;24;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000074;Entertainment One Productions;F222000676;370134;;;1.6.2022;31.5.2024
T1-INC01 International Scripted;TVM0020 (C More);311746;1104837;The Joulukalenteri;Other 5.1.99;Run;1;1997;1.7.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000096;Saks Film Broadcast aps;F210002265;370134;;;1.7.2022;30.6.2025
T1-INC01 International Scripted;TVM0034 (mtv service);311746;1104837;The Joulukalenteri;Other 5.1.99;Run;1;1997;1.7.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000096;Saks Film Broadcast aps;F210002265;370134;;;1.7.2022;30.6.2025
T1-INC01 International Scripted;TVM0031 (Sub);311746;1104837;The Joulukalenteri;Other 5.1.99;Run;1;1997;1.7.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000096;Saks Film Broadcast aps;F210002265;370134;;;1.7.2022;30.6.2025
T1-INC01 International Scripted;TVM0020 (C More);311736;1104836;The Joulukalenteri;Other 5.1.99;Run;1;1997;1.7.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000096;Saks Film Broadcast aps;F217000768;370134;;;1.7.2022;30.6.2025
T1-INC01 International Scripted;TVM0034 (mtv service);311736;1104836;The Joulukalenteri;Other 5.1.99;Run;1;1997;1.7.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000096;Saks Film Broadcast aps;F217000768;370134;;;1.7.2022;30.6.2025
T1-INC01 International Scripted;TVM0031 (Sub);311736;1104836;The Joulukalenteri;Other 5.1.99;Run;1;1997;1.7.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000096;Saks Film Broadcast aps;F217000768;370134;;;1.7.2022;30.6.2025
T1-INC02 International Non-scripted;TVM0034 (mtv service);311793;2781654;The Real Housewives of Salt Lake City;Other reality (contests, adventure);Run;1;2;1.12.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202108000150;NBC Universal;F221000804;370134;;;1.12.2022;30.12.2025
T1-INC02 International Non-scripted;TVM0032 (Ava);311793;2781654;The Real Housewives of Salt Lake City;Other reality (contests, adventure);Run;1;2;1.12.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202108000150;NBC Universal;F221000804;370134;;;1.12.2022;30.12.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);311778;2845333;Suurmestari;Stage entertainment;Run;1;5;1.3.2024;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000098;Rabbit Films Oy Ltd;KO22000002;370134;;;16.3.2024;23.3.2027
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);311778;2845333;Suurmestari;Stage entertainment;Run;1;5;1.3.2024;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000098;Rabbit Films Oy Ltd;KO22000002;370134;;;16.3.2024;23.3.2027
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);311758;2845292;Suurmestari;Stage entertainment;Run;1;4;1.3.2023;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000097;Rabbit Films Oy Ltd;KO22000921;370134;;;18.3.2023;25.3.2026
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);311758;2845292;Suurmestari;Stage entertainment;Run;1;4;1.3.2023;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000097;Rabbit Films Oy Ltd;KO22000921;370134;;;18.3.2023;25.3.2026
T1-INC02 International Non-scripted;TVM0020 (C More);311242;2837892;Liikalihavuuden myytit;Documentary and biography;Run;1;1;1.7.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000747;370134;;;1.7.2022;7.1.2025
T1-INC02 International Non-scripted;TVM0034 (mtv service);311242;2837892;Liikalihavuuden myytit;Documentary and biography;Run;1;1;1.7.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000747;370134;;;1.7.2022;7.1.2025
T1-INC02 International Non-scripted;TVM0032 (Ava);311242;2837892;Liikalihavuuden myytit;Documentary and biography;Run;1;1;1.7.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000747;370134;;;1.7.2022;7.1.2025
T1-INC02 International Non-scripted;TVM0020 (C More);311221;2837880;Virkakoirat;Other reality (contests, adventure);Run;1;12;1.12.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000770;370134;;;1.12.2022;7.6.2025
T1-INC02 International Non-scripted;TVM0034 (mtv service);311221;2837880;Virkakoirat;Other reality (contests, adventure);Run;1;12;1.12.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000770;370134;;;1.12.2022;7.6.2025
T1-INC02 International Non-scripted;TVM0031 (Sub);311221;2837880;Virkakoirat;Other reality (contests, adventure);Run;1;12;1.12.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000770;370134;;;1.12.2022;7.6.2025
T1-INC02 International Non-scripted;TVM0020 (C More);311142;2837869;Virkakoirat;Other reality (contests, adventure);Run;1;11;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000755;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0034 (mtv service);311142;2837869;Virkakoirat;Other reality (contests, adventure);Run;1;11;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000755;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0031 (Sub);311142;2837869;Virkakoirat;Other reality (contests, adventure);Run;1;11;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000755;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0020 (C More);311158;2837858;Virkakoirat;Other reality (contests, adventure);Run;1;10;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000766;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0034 (mtv service);311158;2837858;Virkakoirat;Other reality (contests, adventure);Run;1;10;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000766;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0031 (Sub);311158;2837858;Virkakoirat;Other reality (contests, adventure);Run;1;10;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000766;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0020 (C More);311179;2837847;Virkakoirat;Other reality (contests, adventure);Run;1;9;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000682;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0034 (mtv service);311179;2837847;Virkakoirat;Other reality (contests, adventure);Run;1;9;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000682;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0031 (Sub);311179;2837847;Virkakoirat;Other reality (contests, adventure);Run;1;9;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000682;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0020 (C More);311200;2837836;Virkakoirat;Other reality (contests, adventure);Run;1;8;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000753;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0034 (mtv service);311200;2837836;Virkakoirat;Other reality (contests, adventure);Run;1;8;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000753;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0031 (Sub);311200;2837836;Virkakoirat;Other reality (contests, adventure);Run;1;8;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000753;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0020 (C More);311106;2837824;Virkakoirat;Other reality (contests, adventure);Run;1;7;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000754;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0031 (Sub);311106;2837824;Virkakoirat;Other reality (contests, adventure);Run;1;7;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000754;370134;;;1.6.2022;7.12.2024
T1-INC02 International Non-scripted;TVM0034 (mtv service);311106;2837824;Virkakoirat;Other reality (contests, adventure);Run;1;7;1.6.2022;30;Monthly;1;EUR;1;GBP;1;EUR;1;GBP;Straight line;V202205000087;Bossanova Ltd.;F222000754;370134;;;1.6.2022;7.12.2024
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);311636;2842914;Aarrepaja;Other reality (contests, adventure);Run;1;2;1.8.2023;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000093;Warner Bros. International Television Production Finland Oy;KO22001057;370134;;;29.8.2023;5.9.2026
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);311636;2842914;Aarrepaja;Other reality (contests, adventure);Run;1;2;1.8.2023;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000093;Warner Bros. International Television Production Finland Oy;KO22001057;370134;;;29.8.2023;5.9.2026
T1-DOS01 Domestic scripted series;TVM0020 (C More);311676;2842985;Uskomattomat ympäristörikokset;Documentary and biography;Run;1;1;1.8.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000094;NTRNZ Media Ltd.;KO22001187;370134;;;17.8.2023;24.8.2033
T1-DOS01 Domestic scripted series;TVM0020 (C More);311676;2842985;Uskomattomat ympäristörikokset;Documentary and biography;Run;1;1;1.8.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000094;NTRNZ Media Ltd.;KO22001187;370134;;;17.8.2023;24.8.2033
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);311676;2842985;Uskomattomat ympäristörikokset;Documentary and biography;Run;1;1;1.8.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000094;NTRNZ Media Ltd.;KO22001187;370134;;;17.8.2023;24.8.2033
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);311676;2842985;Uskomattomat ympäristörikokset;Documentary and biography;Run;1;1;1.8.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000094;NTRNZ Media Ltd.;KO22001187;370134;;;17.8.2023;24.8.2033
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);304046;2815079;Ensitreffit alttarilla 2.0;Relationship/romantic reality;Run;1;1;1.11.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202201000003;Endemol Shine Finland Oy;KO22000012;370134;;;28.11.2022;8.12.2027
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);304046;2815079;Ensitreffit alttarilla 2.0;Relationship/romantic reality;Run;1;1;1.11.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202201000003;Endemol Shine Finland Oy;KO22000012;370134;;;28.11.2022;8.12.2027
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);304026;2815066;Ensitreffit alttarilla;Relationship/romantic reality;Run;1;9;1.8.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202201000003;Endemol Shine Finland Oy;KO22000011;370134;;;30.8.2022;6.9.2027
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);304026;2815066;Ensitreffit alttarilla;Relationship/romantic reality;Run;1;9;1.8.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202201000003;Endemol Shine Finland Oy;KO22000011;370134;;;30.8.2022;6.9.2027
T1-INC02 International Non-scripted;TVM0034 (mtv service);311315;2838048;Gregg Wallace joululomalla;Leisure, travel, traffic, clothing;Run;1;1;1.12.2022;26;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000088;Keshet International UK Ltd;F222000167;370134;;;1.12.2022;7.2.2025
T1-INC02 International Non-scripted;TVM0032 (Ava);311315;2838048;Gregg Wallace joululomalla;Leisure, travel, traffic, clothing;Run;1;1;1.12.2022;26;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000088;Keshet International UK Ltd;F222000167;370134;;;1.12.2022;7.2.2025
T1-INC02 International Non-scripted;TVM0034 (mtv service);311309;2838039;Gregg Wallace minilomalla;Leisure, travel, traffic, clothing;Run;1;2;1.4.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000088;Keshet International UK Ltd;F222000166;370134;;;1.4.2022;7.5.2025
T1-INC02 International Non-scripted;TVM0032 (Ava);311309;2838039;Gregg Wallace minilomalla;Leisure, travel, traffic, clothing;Run;1;2;1.4.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000088;Keshet International UK Ltd;F222000166;370134;;;1.4.2022;7.5.2025
T1-INC02 International Non-scripted;TVM0034 (mtv service);311268;2838032;Gregg Wallace minilomalla;Leisure, travel, traffic, clothing;Run;1;1;1.4.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000088;Keshet International UK Ltd;F222000165;370134;;;1.4.2022;7.5.2025
T1-INC02 International Non-scripted;TVM0032 (Ava);311268;2838032;Gregg Wallace minilomalla;Leisure, travel, traffic, clothing;Run;1;1;1.4.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000088;Keshet International UK Ltd;F222000165;370134;;;1.4.2022;7.5.2025
T1-DOS01 Domestic scripted series;TVM0020 (C More);311591;2841703;Siltsu;Documentary and biography;Run;1;1;1.9.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000091;Take Two Studios Oy;KO22000924;370134;;;14.9.2023;21.9.2033
T1-DOS01 Domestic scripted series;TVM0020 (C More);311591;2841703;Siltsu;Documentary and biography;Run;1;1;1.9.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000091;Take Two Studios Oy;KO22000924;370134;;;14.9.2023;21.9.2033
T1-DOS01 Domestic scripted series;TVM0034 (mtv service);311591;2841703;Siltsu;Documentary and biography;Run;1;1;1.9.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000091;Take Two Studios Oy;KO22000924;370134;;;14.9.2023;21.9.2033
T1-DOS01 Domestic scripted series;TVM0030 (MTV3);311591;2841703;Siltsu;Documentary and biography;Run;1;1;1.9.2023;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000091;Take Two Studios Oy;KO22000924;370134;;;14.9.2023;21.9.2033
T1-INC02 International Non-scripted;TVM0032 (Ava);311351;2803611;Victoria's Secretin nousu ja tuho;Documentary and biography;Run;1;1;1.8.2022;24;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000089;Endeavor Content LLC;F221001051;370134;;;1.8.2022;7.8.2024
T1-INC02 International Non-scripted;TVM0034 (mtv service);311351;2803611;Victoria's Secretin nousu ja tuho;Documentary and biography;Run;1;1;1.8.2022;24;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000089;Endeavor Content LLC;F221001051;370134;;;1.8.2022;7.8.2024
T1-INC03 International Movies;TVM0020 (C More);310767;2833486;Kuninkaallinen romanssi;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000319;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0034 (mtv service);310767;2833486;Kuninkaallinen romanssi;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000319;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0032 (Ava);310767;2833486;Kuninkaallinen romanssi;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000319;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0020 (C More);310793;2833485;Aikamoinen löytö;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000315;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0034 (mtv service);310793;2833485;Aikamoinen löytö;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000315;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0032 (Ava);310793;2833485;Aikamoinen löytö;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000315;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0020 (C More);310819;2833484;Kippis rakkaudelle;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000317;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0034 (mtv service);310819;2833484;Kippis rakkaudelle;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000317;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0032 (Ava);310819;2833484;Kippis rakkaudelle;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000317;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0020 (C More);310871;2833483;Rakkaus iskee kahdesti;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000318;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0034 (mtv service);310871;2833483;Rakkaus iskee kahdesti;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000318;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0032 (Ava);310871;2833483;Rakkaus iskee kahdesti;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000318;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0020 (C More);310845;2833482;Kirjekaveri Ranskasta;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000316;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0034 (mtv service);310845;2833482;Kirjekaveri Ranskasta;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000316;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0032 (Ava);310845;2833482;Kirjekaveri Ranskasta;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000316;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0020 (C More);310746;2833481;Romanssi farmilla;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000300;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0034 (mtv service);310746;2833481;Romanssi farmilla;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000300;370134;;;1.5.2022;30.5.2025
T1-INC03 International Movies;TVM0032 (Ava);310746;2833481;Romanssi farmilla;Relationship 7.2.1;Run;1;;1.5.2022;36;Monthly;1;EUR;1;USD;1;EUR;1;USD;Straight line;V202205000083;Crown Media Productions;F222000300;370134;;;1.5.2022;30.5.2025
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);308672;2829550;Koko Suomi leipoo;Other reality (contests, adventure);Run;1;8;1.9.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202203000052;Warner Bros. International Television Production Finland Oy;KO22000072;370134;;;14.9.2022;21.9.2027
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);308672;2829550;Koko Suomi leipoo;Other reality (contests, adventure);Run;1;8;1.9.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202203000052;Warner Bros. International Television Production Finland Oy;KO22000072;370134;;;14.9.2022;21.9.2027
T1-DNS01 Domestic non-scripted;TVM0034 (mtv service);308672;2829550;Koko Suomi leipoo;Other reality (contests, adventure);Run;1;8;1.9.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202203000052;Warner Bros. International Television Production Finland Oy;KO22000072;370134;;;14.9.2022;21.9.2027
T1-DNS01 Domestic non-scripted;TVM0030 (MTV3);308672;2829550;Koko Suomi leipoo;Other reality (contests, adventure);Run;1;8;1.9.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202203000052;Warner Bros. International Television Production Finland Oy;KO22000072;370134;;;14.9.2022;21.9.2027
T1-SPO01 Sports;TVM0020 (C More);311477;2838188;FIA World Endurance Championship;Motorsports;Run;1;2025;1.1.2025;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000072;Société Sportive Professionelle de l'Automobile Club de l'Quest SAS;U422000729;370134;;;2.5.2022;7.1.2026
T1-SPO01 Sports;TVM0020 (C More);311427;2838183;FIA World Endurance Championship;Motorsports;Run;1;2024;1.1.2024;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000072;Société Sportive Professionelle de l'Automobile Club de l'Quest SAS;U422000728;370134;;;2.5.2022;7.1.2026
T1-SPO01 Sports;TVM0020 (C More);311382;2838178;FIA World Endurance Championship;Motorsports;Run;1;2023;1.1.2023;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000072;Société Sportive Professionelle de l'Automobile Club de l'Quest SAS;U422000727;370134;;;2.5.2022;7.1.2026
T1-SPO01 Sports;TVM0020 (C More);310173;2832756;FIA World Endurance Championship;Motorsports;Run;1;2022;1.1.2022;12;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202205000072;Société Sportive Professionelle de l'Automobile Club de l'Quest SAS;U422000629;370134;;;2.5.2022;7.1.2026
T1-INC01 International Scripted;TVM0020 (C More);306936;2818902;Kyllä nolottaa;Comedy 6.2.2.2;Run;1;8;1.4.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202202000023;Nordisk Film Distribution A/S;F222000930;370134;;;1.4.2022;31.3.2025
T1-INC01 International Scripted;TVM0034 (mtv service);306936;2818902;Kyllä nolottaa;Comedy 6.2.2.2;Run;1;8;1.4.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202202000023;Nordisk Film Distribution A/S;F222000930;370134;;;1.4.2022;31.3.2025
T1-INC01 International Scripted;TVM0030 (MTV3);306936;2818902;Kyllä nolottaa;Comedy 6.2.2.2;Run;1;8;1.4.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202202000023;Nordisk Film Distribution A/S;F222000930;370134;;;1.4.2022;31.3.2025
T1-INC01 International Scripted;TVM0020 (C More);306926;2818891;Kyllä nolottaa;Comedy 6.2.2.2;Run;1;7;1.4.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202202000023;Nordisk Film Distribution A/S;F222000003;370134;;;1.4.2022;31.3.2025
T1-INC01 International Scripted;TVM0034 (mtv service);306926;2818891;Kyllä nolottaa;Comedy 6.2.2.2;Run;1;7;1.4.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202202000023;Nordisk Film Distribution A/S;F222000003;370134;;;1.4.2022;31.3.2025
T1-INC01 International Scripted;TVM0030 (MTV3);306926;2818891;Kyllä nolottaa;Comedy 6.2.2.2;Run;1;7;1.4.2022;36;Monthly;1;EUR;1;EUR;1;EUR;1;EUR;Straight line;V202202000023;Nordisk Film Distribution A/S;F222000003;370134;;;1.4.2022;31.3.2025
